age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,label
59,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,0,0,55,United-States,true
19,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,2129,55,United-States,false
31,Private,9th,Never-married,Craft-repair,Not-in-family,Other,Male,0,0,45,United-States,false
22,Private,Some-college,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,20,Philippines,false
48,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,true
63,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,false
33,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,true
53,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,10,United-States,false
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,,true
39,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,false
59,Private,Prof-school,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,0,0,50,United-States,false
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,false
39,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,false
60,State-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,false
38,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,56,United-States,false
31,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,false
61,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,true
66,,Bachelors,Married-civ-spouse,,Husband,White,Male,0,0,24,United-States,false
26,Private,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,20,South,false
60,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,80,United-States,true
68,,7th-8th,Widowed,,Not-in-family,White,Female,0,0,15,United-States,false
32,Private,Some-college,Divorced,Exec-managerial,Other-relative,White,Male,0,0,60,United-States,false
25,Local-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,20,United-States,false
43,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,,false
26,,Bachelors,Never-married,,Own-child,White,Male,0,0,44,United-States,false
55,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States,true
66,Private,10th,Widowed,Transport-moving,Not-in-family,White,Female,0,0,11,United-States,false
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,false
35,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,50,,false
58,Self-emp-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,27828,0,40,United-States,true
56,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,,true
22,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,false
46,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,true
33,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,false
26,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,false
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,false
45,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,false
43,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,Other,Female,0,0,6,Puerto-Rico,false
19,Private,11th,Never-married,Sales,Own-child,White,Male,0,0,20,,false
27,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0,0,99,United-States,false
51,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,true
42,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,false
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,Mexico,true
38,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,true
44,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,false
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,64,United-States,true
37,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,60,Philippines,false
29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,true
53,,HS-grad,Divorced,,Not-in-family,White,Female,0,0,40,United-States,false
42,Self-emp-not-inc,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,45,Poland,false
80,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,false
61,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,false
55,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,52,United-States,false
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,false
23,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,false
48,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,true
24,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,United-States,false
71,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,false
49,Private,11th,Married-civ-spouse,Other-service,Wife,White,Female,0,0,6,United-States,false
39,Federal-gov,HS-grad,Never-married,Armed-Forces,Not-in-family,White,Male,0,0,50,United-States,false
22,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,false
67,Federal-gov,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,false
18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,false
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,54,United-States,true
38,,7th-8th,Married-civ-spouse,,Husband,White,Male,0,0,45,United-States,false
50,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,false
56,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,false
23,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,false
26,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,false
32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,false
44,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,10520,0,40,United-States,true
27,Private,HS-grad,Married-spouse-absent,Farming-fishing,Own-child,White,Female,0,0,40,Mexico,false
40,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,40,United-States,true
43,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,false
31,State-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,true
57,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,true
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,false
22,Private,Assoc-voc,Never-married,Other-service,Own-child,Black,Female,0,0,36,United-States,false
20,Local-gov,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,false
27,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,3464,0,40,United-States,false
39,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,Mexico,false
27,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,false
41,Local-gov,HS-grad,Separated,Transport-moving,Own-child,White,Male,0,0,40,United-States,false
31,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,false
41,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,false
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,false
29,State-gov,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,true
22,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,50,United-States,false
62,Private,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,91,United-States,false
29,Federal-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,Other,Female,0,0,40,United-States,false
44,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,70,United-States,true
32,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,false
19,,HS-grad,Never-married,,Unmarried,Black,Female,0,0,40,United-States,false
20,Private,Assoc-voc,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,false
65,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,true
24,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,36,United-States,false
37,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,true
43,Local-gov,HS-grad,Divorced,Tech-support,Not-in-family,Black,Female,0,0,40,United-States,false
38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,0,0,60,United-States,true
28,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,false
33,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,4416,0,40,United-States,false
32,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,true
38,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,true
33,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,false
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,true
27,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,false
41,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,false
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,true
55,Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,false
30,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,8,United-States,false
54,Private,Some-college,Widowed,Craft-repair,Unmarried,White,Female,0,0,50,United-States,false
40,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,true
21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,false
34,Private,Bachelors,Divorced,Craft-repair,Unmarried,White,Female,0,0,25,United-States,false
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,true
31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,false
22,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,37,United-States,false
37,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,true
41,,9th,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,0,0,40,Hong,false
52,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,false
57,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,false
48,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States,false
58,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,true
35,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,false
40,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,false
30,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,0,0,25,United-States,false
26,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Outlying-US(Guam-USVI-etc),false
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,false
26,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,false
50,Federal-gov,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,false
22,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,true
36,Private,Masters,Widowed,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,India,false
30,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,true
58,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,true
17,,11th,Never-married,,Own-child,White,Male,0,0,40,United-States,false
72,Private,Assoc-voc,Separated,Other-service,Unmarried,White,Female,6723,0,25,United-States,false
19,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,false
29,Private,7th-8th,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Mexico,false
20,,HS-grad,Never-married,,Own-child,Black,Female,0,0,25,United-States,false
30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,false
47,Self-emp-not-inc,Some-college,Divorced,Other-service,Unmarried,White,Female,0,0,45,United-States,false
51,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,true
26,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,false
24,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,false
44,Private,Masters,Divorced,Sales,Not-in-family,White,Male,0,0,24,Iran,false
43,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,true
35,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,false
51,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,50,United-States,true
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,true
38,Private,Some-college,Divorced,Adm-clerical,Unmarried,Other,Female,0,0,40,United-States,false
39,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,3464,0,20,United-States,false
54,Private,10th,Separated,Sales,Unmarried,White,Female,0,0,43,Italy,false
62,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,false
45,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,false
30,Private,HS-grad,Never-married,Exec-managerial,Own-child,Black,Female,0,0,35,Jamaica,false
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,false
23,Self-emp-not-inc,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,false
84,Local-gov,Assoc-voc,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,14,United-States,false
46,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,60,United-States,false
67,Local-gov,Masters,Divorced,Adm-clerical,Not-in-family,White,Female,2009,0,40,United-States,false
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,true
33,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,true
23,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,42,United-States,false
63,,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,55,United-States,true
55,,HS-grad,Separated,,Not-in-family,Black,Female,0,2001,40,United-States,false
42,State-gov,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,false
17,Private,11th,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,20,United-States,false
60,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,false
31,Private,12th,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,false
28,Private,7th-8th,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Portugal,false
31,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,48,United-States,false
65,,Bachelors,Married-civ-spouse,,Husband,White,Male,10605,0,40,United-States,true
31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,50,United-States,true
61,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,false
43,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,true
40,State-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,49,United-States,false
39,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,false
37,Local-gov,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,27,United-States,false
47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,false
45,Federal-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,true
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,false
30,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,false
49,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,44,United-States,true
51,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,true
31,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,72,United-States,true
48,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,true
20,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,30,United-States,false
32,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,40,United-States,true
31,,Some-college,Never-married,,Unmarried,Black,Female,0,0,40,United-States,false
19,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,false
50,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,false
33,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,false
25,,Bachelors,Never-married,,Own-child,White,Male,0,0,20,United-States,false
49,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,1876,40,United-States,false
30,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,false
23,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,false
44,Private,Doctorate,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,32,United-States,true
24,Private,Assoc-voc,Never-married,Sales,Unmarried,White,Male,0,0,5,United-States,false
28,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,45,United-States,false
56,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,1617,40,United-States,false
38,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,false
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,2176,0,20,United-States,false
82,Private,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,0,4356,18,United-States,false
52,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,true
32,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,false
37,Private,Assoc-voc,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,false
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,true
39,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,true
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,3411,0,40,United-States,false
49,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,false
40,Local-gov,Assoc-voc,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,false
42,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,false
35,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,false
39,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,81,United-States,false
32,Local-gov,Assoc-voc,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,false
22,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,false
53,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,false
25,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,false
17,Never-worked,10th,Never-married,,Own-child,White,Male,0,0,30,United-States,false
44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,true
52,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,true
42,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,false
34,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,false
27,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,false
37,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,false
39,State-gov,Masters,Married-civ-spouse,Prof-specialty,Other-relative,Other,Female,7688,0,38,United-States,true
26,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,false
48,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,38,United-States,true
57,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,28,United-States,false
36,Self-emp-not-inc,Assoc-voc,Separated,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States,false
27,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,false
17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,false
30,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,false
37,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,48,United-States,true
31,Local-gov,Bachelors,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,false
23,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,false
32,Private,10th,Never-married,Craft-repair,Other-relative,White,Male,0,0,45,United-States,false
58,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,true
31,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,0,0,8,United-States,false
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,true
39,Federal-gov,Bachelors,Divorced,Tech-support,Unmarried,Black,Female,0,625,40,United-States,false
59,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,45,United-States,true
42,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,true
45,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,false
20,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,false
35,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,false
50,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States,false
56,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,28,United-States,false
48,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,true
58,Self-emp-not-inc,Masters,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States,false
32,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,false
23,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,false
48,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,false
33,Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,0,0,70,United-States,false
48,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico,false
55,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,2202,0,35,Italy,false
40,Local-gov,Assoc-voc,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,false
50,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,false
52,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,false
19,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,false
55,Self-emp-not-inc,10th,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,United-States,true
36,Self-emp-not-inc,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,true
39,Private,Bachelors,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,true
22,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,false
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,true
34,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,1408,38,United-States,false
33,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,false
55,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,14084,0,40,United-States,true
35,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,true
50,Private,11th,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,false
43,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,false
29,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,false
56,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,false
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,true
24,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,false
46,Private,Assoc-voc,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,false
60,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,15024,0,15,United-States,true
48,Self-emp-inc,Masters,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,false
65,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,false
29,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,1408,40,United-States,false
42,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,43,United-States,false
44,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,true
73,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,6,United-States,true
